graph_name,alg_name,time,number_of_colors,coloring
dense_random,BrooksAlgorithm,160943300,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,158174100,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,156371000,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,173587600,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,182658800,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,162353900,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,155336600,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,193935900,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,173627400,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,151865300,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,143969900,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,143338700,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,139080600,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,146147700,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,153048600,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,152448500,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,152935700,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,179305700,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,184044100,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,156899600,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,147949600,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,166089800,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,163008100,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,154229100,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,148102700,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,143778400,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,180065400,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,246443100,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,195783100,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,188994400,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,197889200,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,187043700,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,221165900,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,212031900,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,160744800,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,189336500,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,218477900,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,171373400,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,178331700,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,178590000,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,242254200,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,236106700,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
dense_random,BrooksAlgorithm,217423900,19,"[0, 18, 17, 1, 6, 8, 6, 17, 11, 7, 15, 12, 13, 0, 10, 10, 16, 1, 16, 9, 16, 5, 8, 2, 0, 6, 1, 7, 9, 4, 13, 12, 5, 3, 11, 2, 3, 4, 1, 13, 11, 10, 4, 4, 0, 7, 4, 0, 6, 1, 15, 3, 10, 1, 2, 1, 16, 15, 8, 3, 9, 9, 4, 7, 14, 12, 13, 0, 6, 1, 3, 14, 4, 8, 2, 5, 11, 5, 8, 8, 7, 6, 9, 2, 4, 2, 2, 3, 0, 0, 7, 2, 9, 5, 12, 5, 8, 13, 10, 12]"
